dataset,detector,policy,options,length,ability,mechanism,sheet_i,has_shift,accepted,matched,outcome,confidence,brier,mse,naive_score,true_score,final_score,at_stake,saved,withheld,unearned
metrics,bruteforce,metrics,ABCD,150,0.7,row_skip_1,3,1,0,0,FN,0.0,1.0,0.0,86,94,86,8,0,8,0
metrics,bruteforce,metrics,ABCD,150,0.7,row_skip_1,4,1,1,0,TP_wrongloc,1.0,0.0,1.0,50,113,98,63,48,15,0
metrics,bruteforce,metrics,ABCD,150,0.7,row_skip_1,5,1,0,0,FN,0.0,1.0,0.0,69,74,69,5,0,5,0
metrics,bruteforce,metrics,ABCD,150,0.7,row_skip_1,6,1,0,0,FN,0.0,1.0,0.0,46,41,46,0,0,0,5
metrics,bruteforce,metrics,ABCD,150,0.7,row_skip_1,7,1,0,0,FN,0.0,1.0,0.0,92,95,92,3,0,3,0
metrics,bruteforce,metrics,ABCD,150,0.7,row_skip_2,0,1,0,0,FN,0.0,1.0,0.0,72,105,72,33,0,33,0
metrics,bruteforce,metrics,ABCD,150,0.7,row_skip_2,1,1,0,0,FN,0.0,1.0,0.0,65,88,65,23,0,23,0
metrics,bruteforce,metrics,ABCD,150,0.7,row_skip_2,2,1,0,0,FN,0.0,1.0,0.0,60,83,60,23,0,23,0
metrics,bruteforce,metrics,ABCD,150,0.7,row_skip_2,3,1,1,0,TP_wrongloc,0.622222,0.142716,0.622222,55,102,83,47,28,19,0
metrics,bruteforce,metrics,ABCD,150,0.7,row_skip_2,4,1,0,0,FN,0.0,1.0,0.0,79,92,79,13,0,13,0
metrics,bruteforce,metrics,ABCD,150,0.7,row_skip_2,5,1,0,0,FN,0.0,1.0,0.0,69,65,69,0,0,0,4
metrics,bruteforce,metrics,ABCD,150,0.7,row_skip_2,6,1,0,0,FN,0.0,1.0,0.0,93,109,93,16,0,16,0
metrics,bruteforce,metrics,ABCD,150,0.7,row_skip_2,7,1,0,0,FN,0.0,1.0,0.0,76,75,76,0,0,0,1
metrics,bruteforce,metrics,ABCD,150,0.7,early_full,0,1,1,1,TP,0.488889,0.261235,0.488889,36,59,58,23,22,1,0
metrics,bruteforce,metrics,ABCD,150,0.7,early_full,1,1,1,0,TP_wrongloc,1.0,0.0,1.0,36,111,109,75,73,2,0
metrics,bruteforce,metrics,ABCD,150,0.7,early_full,2,1,1,0,TP_wrongloc,0.222222,0.604938,0.222222,33,43,43,10,10,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,early_full,3,1,1,0,TP_wrongloc,1.0,0.0,1.0,38,113,112,75,74,1,0
metrics,bruteforce,metrics,ABCD,150,0.7,early_full,4,1,1,0,TP_wrongloc,0.8,0.04,0.8,46,84,82,38,36,2,0
metrics,bruteforce,metrics,ABCD,150,0.7,early_full,5,1,1,1,TP,1.0,0.0,1.0,37,97,97,60,60,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,early_full,6,1,1,1,TP,1.0,0.0,1.0,38,113,112,75,74,1,0
metrics,bruteforce,metrics,ABCD,150,0.7,early_full,7,1,1,1,TP,1.0,0.0,1.0,36,102,101,66,65,1,0
metrics,bruteforce,metrics,ABCD,150,0.7,boundary,0,1,0,0,FN,0.0,1.0,0.0,79,82,79,3,0,3,0
metrics,bruteforce,metrics,ABCD,150,0.7,boundary,1,1,0,0,FN,0.0,1.0,0.0,67,64,67,0,0,0,3
metrics,bruteforce,metrics,ABCD,150,0.7,boundary,2,1,0,0,FN,0.0,1.0,0.0,94,106,94,12,0,12,0
metrics,bruteforce,metrics,ABCD,150,0.7,boundary,3,1,0,0,FN,0.0,1.0,0.0,90,90,90,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,boundary,4,1,0,0,FN,0.0,1.0,0.0,98,105,98,7,0,7,0
metrics,bruteforce,metrics,ABCD,150,0.7,boundary,5,1,0,0,FN,0.0,1.0,0.0,109,112,109,3,0,3,0
metrics,bruteforce,metrics,ABCD,150,0.7,boundary,6,1,0,0,FN,0.088889,0.830123,0.088889,41,37,41,0,0,0,4
metrics,bruteforce,metrics,ABCD,150,0.7,boundary,7,1,0,0,FN,0.066667,0.871111,0.066667,70,110,70,40,0,40,0
metrics,bruteforce,metrics,ABCD,150,0.7,short_local,0,1,0,0,FN,0.0,1.0,0.0,85,91,85,6,0,6,0
metrics,bruteforce,metrics,ABCD,150,0.7,short_local,1,1,0,0,FN,0.0,1.0,0.0,102,107,102,5,0,5,0
metrics,bruteforce,metrics,ABCD,150,0.7,short_local,2,1,0,0,FN,0.0,1.0,0.0,84,88,84,4,0,4,0
metrics,bruteforce,metrics,ABCD,150,0.7,short_local,3,1,0,0,FN,0.0,1.0,0.0,107,107,107,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,short_local,4,1,0,0,FN,0.0,1.0,0.0,88,94,88,6,0,6,0
metrics,bruteforce,metrics,ABCD,150,0.7,short_local,5,1,0,0,FN,0.0,1.0,0.0,91,98,91,7,0,7,0
metrics,bruteforce,metrics,ABCD,150,0.7,short_local,6,1,0,0,FN,0.0,1.0,0.0,73,74,73,1,0,1,0
metrics,bruteforce,metrics,ABCD,150,0.7,short_local,7,1,0,0,FN,0.0,1.0,0.0,103,105,103,2,0,2,0
metrics,bruteforce,metrics,ABCD,150,0.7,whole_section,0,1,0,0,FN,0.0,1.0,0.0,65,72,65,7,0,7,0
metrics,bruteforce,metrics,ABCD,150,0.7,whole_section,1,1,0,0,FN,0.0,1.0,0.0,71,103,71,32,0,32,0
metrics,bruteforce,metrics,ABCD,150,0.7,whole_section,2,1,0,0,FN,0.0,1.0,0.0,52,64,52,12,0,12,0
metrics,bruteforce,metrics,ABCD,150,0.7,whole_section,3,1,0,0,FN,0.0,1.0,0.0,90,102,90,12,0,12,0
metrics,bruteforce,metrics,ABCD,150,0.7,whole_section,4,1,0,0,FN,0.0,1.0,0.0,76,104,76,28,0,28,0
metrics,bruteforce,metrics,ABCD,150,0.7,whole_section,5,1,0,0,FN,0.0,1.0,0.0,83,89,83,6,0,6,0
metrics,bruteforce,metrics,ABCD,150,0.7,whole_section,6,1,0,0,FN,0.0,1.0,0.0,84,87,84,3,0,3,0
metrics,bruteforce,metrics,ABCD,150,0.7,whole_section,7,1,0,0,FN,0.0,1.0,0.0,75,112,75,37,0,37,0
metrics,bruteforce,metrics,ABCD,150,0.7,anxiety,0,1,0,0,FN,0.0,1.0,0.0,80,103,80,23,0,23,0
metrics,bruteforce,metrics,ABCD,150,0.7,anxiety,1,1,0,0,FN,0.0,1.0,0.0,60,61,60,1,0,1,0
metrics,bruteforce,metrics,ABCD,150,0.7,anxiety,2,1,0,0,FN,0.0,1.0,0.0,84,90,84,6,0,6,0
metrics,bruteforce,metrics,ABCD,150,0.7,anxiety,3,1,1,0,TP_wrongloc,1.0,0.0,1.0,39,101,101,62,62,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,anxiety,4,1,1,0,TP_wrongloc,1.0,0.0,1.0,50,107,100,57,50,7,0
metrics,bruteforce,metrics,ABCD,150,0.7,anxiety,5,1,0,0,FN,0.0,1.0,0.0,81,83,81,2,0,2,0
metrics,bruteforce,metrics,ABCD,150,0.7,anxiety,6,1,0,0,FN,0.0,1.0,0.0,83,74,83,0,0,0,9
metrics,bruteforce,metrics,ABCD,150,0.7,anxiety,7,1,1,0,TP_wrongloc,0.777778,0.049383,0.777778,53,105,88,52,35,17,0
metrics,bruteforce,metrics,ABCD,150,0.7,double_shift,0,1,0,0,FN,0.0,1.0,0.0,46,44,46,0,0,0,2
metrics,bruteforce,metrics,ABCD,150,0.7,double_shift,1,1,0,0,FN,0.0,1.0,0.0,81,101,81,20,0,20,0
metrics,bruteforce,metrics,ABCD,150,0.7,double_shift,2,1,1,0,TP_wrongloc,0.2,0.64,0.2,32,33,41,1,1,0,8
metrics,bruteforce,metrics,ABCD,150,0.7,double_shift,3,1,1,0,TP_wrongloc,0.422222,0.333827,0.422222,54,107,73,53,19,34,0
metrics,bruteforce,metrics,ABCD,150,0.7,double_shift,4,1,0,0,FN,0.0,1.0,0.0,68,88,68,20,0,20,0
metrics,bruteforce,metrics,ABCD,150,0.7,double_shift,5,1,1,0,TP_wrongloc,0.622222,0.142716,0.622222,46,108,74,62,28,34,0
metrics,bruteforce,metrics,ABCD,150,0.7,double_shift,6,1,1,0,TP_wrongloc,0.911111,0.007901,0.911111,50,105,91,55,41,14,0
metrics,bruteforce,metrics,ABCD,150,0.7,double_shift,7,1,1,0,TP_wrongloc,0.111111,0.790123,0.111111,42,49,47,7,5,2,0
metrics,bruteforce,metrics,ABCD,150,0.7,self_corrected,0,1,0,0,FN,0.044444,0.913086,0.044444,44,42,44,0,0,0,2
metrics,bruteforce,metrics,ABCD,150,0.7,self_corrected,1,1,0,0,FN,0.0,1.0,0.0,81,91,81,10,0,10,0
metrics,bruteforce,metrics,ABCD,150,0.7,self_corrected,2,1,0,0,FN,0.0,1.0,0.0,104,117,104,13,0,13,0
metrics,bruteforce,metrics,ABCD,150,0.7,self_corrected,3,1,0,0,FN,0.0,1.0,0.0,109,119,109,10,0,10,0
metrics,bruteforce,metrics,ABCD,150,0.7,self_corrected,4,1,0,0,FN,0.0,1.0,0.0,94,103,94,9,0,9,0
metrics,bruteforce,metrics,ABCD,150,0.7,self_corrected,5,1,1,0,TP_wrongloc,0.377778,0.38716,0.377778,28,32,45,4,4,0,13
metrics,bruteforce,metrics,ABCD,150,0.7,self_corrected,6,1,0,0,FN,0.0,1.0,0.0,88,95,88,7,0,7,0
metrics,bruteforce,metrics,ABCD,150,0.7,self_corrected,7,1,0,0,FN,0.0,1.0,0.0,70,74,70,4,0,4,0
metrics,bruteforce,metrics,ABCD,150,0.7,deferred,0,1,0,0,FN,0.0,1.0,0.0,68,64,68,0,0,0,4
metrics,bruteforce,metrics,ABCD,150,0.7,deferred,1,1,1,0,TP_wrongloc,0.244444,0.570864,0.244444,33,39,44,6,6,0,5
metrics,bruteforce,metrics,ABCD,150,0.7,deferred,2,1,1,0,TP_wrongloc,1.0,0.0,1.0,39,100,96,61,57,4,0
metrics,bruteforce,metrics,ABCD,150,0.7,deferred,3,1,1,0,TP_wrongloc,0.4,0.36,0.4,64,106,82,42,18,24,0
metrics,bruteforce,metrics,ABCD,150,0.7,deferred,4,1,0,0,FN,0.0,1.0,0.0,62,67,62,5,0,5,0
metrics,bruteforce,metrics,ABCD,150,0.7,deferred,5,1,0,0,FN,0.0,1.0,0.0,91,96,91,5,0,5,0
metrics,bruteforce,metrics,ABCD,150,0.7,deferred,6,1,1,0,TP_wrongloc,0.244444,0.570864,0.244444,60,99,71,39,11,28,0
metrics,bruteforce,metrics,ABCD,150,0.7,deferred,7,1,0,0,FN,0.0,1.0,0.0,72,106,72,34,0,34,0
metrics,bruteforce,metrics,ABCD,150,0.7,isolated,0,1,0,0,FN,0.0,1.0,0.0,102,104,102,2,0,2,0
metrics,bruteforce,metrics,ABCD,150,0.7,isolated,1,1,0,0,FN,0.0,1.0,0.0,102,104,102,2,0,2,0
metrics,bruteforce,metrics,ABCD,150,0.7,isolated,2,1,0,0,FN,0.0,1.0,0.0,115,117,115,2,0,2,0
metrics,bruteforce,metrics,ABCD,150,0.7,isolated,3,1,0,0,FN,0.0,1.0,0.0,116,116,116,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,isolated,4,1,0,0,FN,0.0,1.0,0.0,118,120,118,2,0,2,0
metrics,bruteforce,metrics,ABCD,150,0.7,isolated,5,1,0,0,FN,0.0,1.0,0.0,108,110,108,2,0,2,0
metrics,bruteforce,metrics,ABCD,150,0.7,isolated,6,1,0,0,FN,0.0,1.0,0.0,105,106,105,1,0,1,0
metrics,bruteforce,metrics,ABCD,150,0.7,isolated,7,1,0,0,FN,0.0,1.0,0.0,106,108,106,2,0,2,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_blank_1,0,1,1,0,TP_wrongloc,1.0,0.0,1.0,36,101,97,65,61,4,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_blank_1,1,1,0,0,FN,0.0,1.0,0.0,70,91,70,21,0,21,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_blank_1,2,1,1,0,TP_wrongloc,0.355556,0.415309,0.355556,28,30,44,2,2,0,14
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_blank_1,3,1,1,0,TP_wrongloc,0.2,0.64,0.2,33,28,42,0,0,0,14
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_blank_1,4,1,0,0,FN,0.0,1.0,0.0,81,114,81,33,0,33,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_blank_1,5,1,0,0,FN,0.0,1.0,0.0,91,105,91,14,0,14,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_blank_1,6,1,0,0,FN,0.0,1.0,0.0,52,61,52,9,0,9,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_blank_1,7,1,1,0,TP_wrongloc,0.222222,0.604938,0.222222,65,106,75,41,10,31,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_blank_2,0,1,0,0,FN,0.0,1.0,0.0,101,106,101,5,0,5,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_blank_2,1,1,1,0,TP_wrongloc,0.533333,0.217778,0.533333,57,100,81,43,24,19,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_blank_2,2,1,0,0,FN,0.0,1.0,0.0,88,97,88,9,0,9,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_blank_2,3,1,1,0,TP_wrongloc,0.666667,0.111111,0.666667,62,107,92,45,30,15,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_blank_2,4,1,0,0,FN,0.0,1.0,0.0,70,101,70,31,0,31,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_blank_2,5,1,1,0,TP_wrongloc,0.466667,0.284444,0.466667,65,111,86,46,21,25,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_blank_2,6,1,0,0,FN,0.044444,0.913086,0.044444,42,44,42,2,0,2,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_blank_2,7,1,0,0,FN,0.0,1.0,0.0,73,99,73,26,0,26,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_row_delete_1,0,1,0,0,FN,,,,87,102,87,15,0,15,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_row_delete_1,1,1,0,0,FN,,,,102,116,102,14,0,14,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_row_delete_1,2,1,0,0,FN,,,,56,76,56,20,0,20,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_row_delete_1,3,1,0,0,FN,,,,48,91,48,43,0,43,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_row_delete_1,4,1,0,0,FN,,,,75,78,75,3,0,3,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_row_delete_1,5,1,0,0,FN,,,,53,68,53,15,0,15,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_row_delete_1,6,1,0,0,FN,,,,109,112,109,3,0,3,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_row_delete_1,7,1,0,0,FN,,,,56,100,56,44,0,44,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_row_delete_2,0,1,0,0,FN,,,,79,92,79,13,0,13,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_row_delete_2,1,1,0,0,FN,,,,77,97,77,20,0,20,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_row_delete_2,2,1,0,0,FN,,,,74,93,74,19,0,19,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_row_delete_2,3,1,0,0,FN,,,,54,102,54,48,0,48,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_row_delete_2,4,1,0,0,FN,,,,87,102,87,15,0,15,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_row_delete_2,5,1,0,0,FN,,,,62,108,62,46,0,46,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_row_delete_2,6,1,0,0,FN,,,,87,101,87,14,0,14,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_row_delete_2,7,1,0,0,FN,,,,31,38,31,7,0,7,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_misread_1,0,0,0,0,TN,0.0,0.0,0.0,100,100,100,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_misread_1,1,0,0,0,TN,0.0,0.0,0.0,96,96,96,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_misread_1,2,0,0,0,TN,0.0,0.0,0.0,101,101,101,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_misread_1,3,0,0,0,TN,0.0,0.0,0.0,106,106,106,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_misread_1,4,0,0,0,TN,0.0,0.0,0.0,113,113,113,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_misread_1,5,0,1,1,FP,0.222222,0.049383,0.222222,36,36,46,0,0,0,10
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_misread_1,6,0,0,0,TN,0.0,0.0,0.0,112,112,112,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_misread_1,7,0,0,0,TN,0.0,0.0,0.0,98,98,98,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_misread_4,0,0,0,0,TN,0.0,0.0,0.0,111,111,111,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_misread_4,1,0,0,0,TN,0.0,0.0,0.0,88,88,88,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_misread_4,2,0,0,0,TN,0.0,0.0,0.0,106,106,106,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_misread_4,3,0,0,0,TN,0.0,0.0,0.0,88,88,88,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_misread_4,4,0,0,0,TN,0.0,0.0,0.0,83,83,83,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_misread_4,5,0,0,0,TN,0.0,0.0,0.0,53,53,53,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_misread_4,6,0,0,0,TN,0.0,0.0,0.0,92,92,92,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_misread_4,7,0,0,0,TN,0.0,0.0,0.0,54,54,54,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_faint_1,0,0,0,0,TN,0.0,0.0,0.0,83,83,83,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_faint_1,1,0,0,0,TN,0.0,0.0,0.0,110,110,110,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_faint_1,2,0,0,0,TN,0.0,0.0,0.0,96,96,96,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_faint_1,3,0,0,0,TN,0.0,0.0,0.0,100,100,100,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_faint_1,4,0,0,0,TN,0.0,0.0,0.0,119,119,119,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_faint_1,5,0,0,0,TN,0.0,0.0,0.0,88,88,88,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_faint_1,6,0,0,0,TN,0.0,0.0,0.0,79,79,79,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_faint_1,7,0,0,0,TN,0.0,0.0,0.0,71,71,71,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_faint_4,0,0,1,1,FP,0.155556,0.024198,0.155556,36,36,43,0,0,0,7
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_faint_4,1,0,0,0,TN,0.0,0.0,0.0,106,106,106,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_faint_4,2,0,0,0,TN,0.0,0.0,0.0,106,106,106,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_faint_4,3,0,0,0,TN,0.0,0.0,0.0,82,82,82,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_faint_4,4,0,0,0,TN,0.0,0.0,0.0,73,73,73,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_faint_4,5,0,0,0,TN,0.0,0.0,0.0,92,92,92,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_faint_4,6,0,0,0,TN,0.0,0.0,0.0,105,105,105,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_faint_4,7,0,0,0,TN,0.0,0.0,0.0,107,107,107,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_double_4,0,0,1,1,FP,0.133333,0.017778,0.133333,39,39,45,0,0,0,6
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_double_4,1,0,0,0,TN,0.0,0.0,0.0,86,86,86,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_double_4,2,0,0,0,TN,0.0,0.0,0.0,92,92,92,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_double_4,3,0,1,1,FP,0.266667,0.071111,0.266667,33,33,45,0,0,0,12
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_double_4,4,0,0,0,TN,0.0,0.0,0.0,106,106,106,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_double_4,5,0,0,0,TN,0.0,0.0,0.0,101,101,101,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_double_4,6,0,1,1,FP,0.311111,0.09679,0.311111,27,27,41,0,0,0,14
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_double_4,7,0,0,0,TN,0.0,0.0,0.0,52,52,52,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,adv_long_runs,0,0,1,1,FP,0.133333,0.017778,0.133333,35,35,41,0,0,0,6
metrics,bruteforce,metrics,ABCD,150,0.7,adv_long_runs,1,0,0,0,TN,0.022222,0.000494,0.022222,37,37,37,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,adv_long_runs,2,0,0,0,TN,0.066667,0.004444,0.066667,39,39,39,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,adv_long_runs,3,0,0,0,TN,0.044444,0.001975,0.044444,41,41,41,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,adv_long_runs,4,0,1,1,FP,0.355556,0.12642,0.355556,31,31,47,0,0,0,16
metrics,bruteforce,metrics,ABCD,150,0.7,adv_long_runs,5,0,0,0,TN,0.0,0.0,0.0,38,38,38,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,adv_long_runs,6,0,0,0,TN,0.0,0.0,0.0,40,40,40,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,adv_long_runs,7,0,1,1,FP,0.133333,0.017778,0.133333,41,41,47,0,0,0,6
metrics,bruteforce,metrics,ABCD,150,0.7,adv_favourite,0,0,0,0,TN,0.0,0.0,0.0,103,103,103,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,adv_favourite,1,0,0,0,TN,0.0,0.0,0.0,94,94,94,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,adv_favourite,2,0,0,0,TN,0.0,0.0,0.0,109,109,109,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,adv_favourite,3,0,0,0,TN,0.0,0.0,0.0,102,102,102,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,adv_favourite,4,0,0,0,TN,0.0,0.0,0.0,99,99,99,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,adv_favourite,5,0,0,0,TN,0.0,0.0,0.0,96,96,96,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,adv_favourite,6,0,0,0,TN,0.0,0.0,0.0,103,103,103,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,adv_favourite,7,0,0,0,TN,0.0,0.0,0.0,101,101,101,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,adv_easy_block,0,0,0,0,TN,0.0,0.0,0.0,85,85,85,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,adv_easy_block,1,0,0,0,TN,0.0,0.0,0.0,89,89,89,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,adv_easy_block,2,0,0,0,TN,0.0,0.0,0.0,83,83,83,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,adv_easy_block,3,0,0,0,TN,0.0,0.0,0.0,92,92,92,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,adv_easy_block,4,0,0,0,TN,0.0,0.0,0.0,88,88,88,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,adv_easy_block,5,0,0,0,TN,0.0,0.0,0.0,83,83,83,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,adv_easy_block,6,0,0,0,TN,0.0,0.0,0.0,91,91,91,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,adv_easy_block,7,0,0,0,TN,0.0,0.0,0.0,84,84,84,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,adv_key_leakage,0,1,1,1,TP,1.0,0.0,1.0,35,149,149,114,114,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,adv_key_leakage,1,1,1,1,TP,1.0,0.0,1.0,31,148,148,117,117,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,adv_key_leakage,2,1,1,1,TP,1.0,0.0,1.0,34,148,148,114,114,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,adv_key_leakage,3,1,1,1,TP,1.0,0.0,1.0,42,149,149,107,107,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,adv_key_leakage,4,1,1,1,TP,1.0,0.0,1.0,47,148,148,101,101,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,adv_key_leakage,5,1,1,1,TP,1.0,0.0,1.0,36,148,148,112,112,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,adv_key_leakage,6,1,1,1,TP,1.0,0.0,1.0,35,148,148,113,113,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,adv_key_leakage,7,1,1,1,TP,1.0,0.0,1.0,47,149,149,102,102,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,adv_cycle,0,0,1,1,FP,0.222222,0.049383,0.222222,36,36,46,0,0,0,10
metrics,bruteforce,metrics,ABCD,150,0.7,adv_cycle,1,0,1,1,FP,0.111111,0.012346,0.111111,40,40,45,0,0,0,5
metrics,bruteforce,metrics,ABCD,150,0.7,adv_cycle,2,0,1,1,FP,0.2,0.04,0.2,33,33,42,0,0,0,9
metrics,bruteforce,metrics,ABCD,150,0.7,adv_cycle,3,0,1,1,FP,0.111111,0.012346,0.111111,35,35,40,0,0,0,5
metrics,bruteforce,metrics,ABCD,150,0.7,adv_cycle,4,0,1,1,FP,0.133333,0.017778,0.133333,37,37,43,0,0,0,6
metrics,bruteforce,metrics,ABCD,150,0.7,adv_cycle,5,0,0,0,TN,0.0,0.0,0.0,45,45,45,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.7,adv_cycle,6,0,1,1,FP,0.133333,0.017778,0.133333,33,33,39,0,0,0,6
metrics,bruteforce,metrics,ABCD,150,0.7,adv_cycle,7,0,1,1,FP,0.222222,0.049383,0.222222,36,36,46,0,0,0,10
metrics,bruteforce,metrics,ABCD,150,0.85,none,0,0,0,0,TN,0.0,0.0,0.0,82,82,82,0,0,0,0
metrics,bruteforce,metrics,ABCD,150,0.85,none,1,0,0,0,TN,0.0,0.0,0.0,119,119,119,0,0,0,0
