dataset,detector,policy,options,length,ability,mechanism,n,n_target,n_clean,tp_correct,tp_wrongloc,fp,fn,tn,power,recall_all,fpr,fpr_ci_upper,brier,mse,recovery,at_stake,saved,saved_sheets,unearned
sweep,gated,balanced,ABCDE,46,0.55,double_shift,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,78,0,8,9
sweep,gated,balanced,ABCDE,46,0.55,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,69,0,8,0
sweep,gated,balanced,ABCDE,46,0.55,scanner_blank_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,67,0,8,0
sweep,gated,balanced,ABCDE,46,0.55,whole_section,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,37,0,8,1
sweep,gated,balanced,ABCDE,46,0.7,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,,,,0,0,8,0
sweep,gated,balanced,ABCDE,46,0.7,row_skip_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,32,0,8,0
sweep,gated,balanced,ABCDE,46,0.7,double_shift,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,94,0,8,0
sweep,gated,balanced,ABCDE,46,0.7,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,55,0,8,6
sweep,gated,balanced,ABCDE,46,0.7,scanner_blank_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,48,0,8,0
sweep,gated,balanced,ABCDE,46,0.7,whole_section,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,72,0,8,0
sweep,gated,balanced,ABCDE,46,0.85,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,,,,0,0,8,0
sweep,gated,balanced,ABCDE,46,0.85,row_skip_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,90,0,8,0
sweep,gated,balanced,ABCDE,46,0.85,double_shift,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,104,0,8,0
sweep,gated,balanced,ABCDE,46,0.85,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,58,0,8,0
sweep,gated,balanced,ABCDE,46,0.85,scanner_blank_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,135,0,8,0
sweep,gated,balanced,ABCDE,46,0.85,whole_section,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,87,0,8,0
sweep,gated,balanced,ABCDE,100,0.55,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,,,,0,0,8,0
sweep,gated,balanced,ABCDE,100,0.55,row_skip_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,116,0,8,0
sweep,gated,balanced,ABCDE,100,0.55,double_shift,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,193,0,8,0
sweep,gated,balanced,ABCDE,100,0.55,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,45,0,8,5
sweep,gated,balanced,ABCDE,100,0.55,scanner_blank_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,148,0,8,0
sweep,gated,balanced,ABCDE,100,0.55,whole_section,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,103,0,8,0
sweep,gated,balanced,ABCDE,100,0.7,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,,,,0,0,8,0
sweep,gated,balanced,ABCDE,100,0.7,row_skip_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,147,0,8,4
sweep,gated,balanced,ABCDE,100,0.7,double_shift,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,246,0,8,2
sweep,gated,balanced,ABCDE,100,0.7,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,75,0,8,0
sweep,gated,balanced,ABCDE,100,0.7,scanner_blank_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,109,0,8,3
sweep,gated,balanced,ABCDE,100,0.7,whole_section,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,92,0,8,0
sweep,gated,balanced,ABCDE,100,0.85,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,,,,0,0,8,0
sweep,gated,balanced,ABCDE,100,0.85,row_skip_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,133,0,8,0
sweep,gated,balanced,ABCDE,100,0.85,double_shift,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,245,0,8,1
sweep,gated,balanced,ABCDE,100,0.85,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,59,0,8,2
sweep,gated,balanced,ABCDE,100,0.85,scanner_blank_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,139,0,8,0
sweep,gated,balanced,ABCDE,100,0.85,whole_section,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,142,0,8,0
sweep,gated,balanced,ABCDE,150,0.55,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,,,,0,0,8,0
sweep,gated,balanced,ABCDE,150,0.55,row_skip_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,223,0,8,3
sweep,gated,balanced,ABCDE,150,0.55,double_shift,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,217,0,8,0
sweep,gated,balanced,ABCDE,150,0.55,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,47,0,8,2
sweep,gated,balanced,ABCDE,150,0.55,scanner_blank_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,169,0,8,9
sweep,gated,balanced,ABCDE,150,0.55,whole_section,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,170,0,8,0
sweep,gated,balanced,ABCDE,150,0.7,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,,,,0,0,8,0
sweep,gated,balanced,ABCDE,150,0.7,row_skip_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,244,0,8,0
sweep,gated,balanced,ABCDE,150,0.7,double_shift,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,283,0,8,0
sweep,gated,balanced,ABCDE,150,0.7,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,33,0,8,1
sweep,gated,balanced,ABCDE,150,0.7,scanner_blank_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,318,0,8,0
sweep,gated,balanced,ABCDE,150,0.7,whole_section,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,182,0,8,2
sweep,gated,balanced,ABCDE,150,0.85,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,,,,0,0,8,0
sweep,gated,balanced,ABCDE,150,0.85,row_skip_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,405,0,8,3
sweep,gated,balanced,ABCDE,150,0.85,double_shift,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,264,0,8,12
sweep,gated,balanced,ABCDE,150,0.85,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,62,0,8,0
sweep,gated,balanced,ABCDE,150,0.85,scanner_blank_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,337,0,8,0
sweep,gated,balanced,ABCDE,150,0.85,whole_section,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,304,0,8,0
sweep,gated,permissive,ABCD,46,0.55,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.0,0.000288,,0,0,8,0
sweep,gated,permissive,ABCD,46,0.55,row_skip_1,8,8,0,0,0,0,8,0,0.0,0.0,,,0.926964,0.038492,0.0,36,0,8,1
sweep,gated,permissive,ABCD,46,0.55,double_shift,8,8,0,0,0,0,8,0,0.0,0.0,,,0.902969,0.051936,0.0,68,0,8,0
sweep,gated,permissive,ABCD,46,0.55,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,0.972126,0.014522,0.0,33,0,8,0
sweep,gated,permissive,ABCD,46,0.55,scanner_blank_1,8,8,0,2,0,0,6,0,0.25,0.25,,,0.194941,0.708025,0.75,28,21,8,4
sweep,gated,permissive,ABCD,46,0.55,whole_section,8,8,0,0,0,0,8,0,0.0,0.0,,,0.970044,0.015349,0.0,31,0,8,4
sweep,gated,permissive,ABCD,46,0.7,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.101606,0.159374,,0,0,8,0
sweep,gated,permissive,ABCD,46,0.7,row_skip_1,8,8,0,2,3,0,3,0,0.25,0.625,,,0.355483,0.626741,0.85,60,51,8,1
sweep,gated,permissive,ABCD,46,0.7,double_shift,8,8,0,4,0,0,4,0,0.5,0.5,,,0.354434,0.633931,0.616162,99,61,8,9
sweep,gated,permissive,ABCD,46,0.7,self_corrected,8,8,0,2,0,0,6,0,0.25,0.25,,,0.619173,0.327893,0.458333,48,22,8,0
sweep,gated,permissive,ABCD,46,0.7,scanner_blank_1,8,8,0,2,0,0,6,0,0.25,0.25,,,0.024209,0.909472,0.513514,37,19,8,1
sweep,gated,permissive,ABCD,46,0.7,whole_section,8,8,0,2,3,0,3,0,0.25,0.625,,,0.239412,0.731731,0.691176,68,47,8,3
sweep,gated,permissive,ABCD,46,0.85,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.0,4.7e-05,,0,0,8,0
sweep,gated,permissive,ABCD,46,0.85,row_skip_1,8,8,0,5,0,0,3,0,0.625,0.625,,,0.279867,0.687755,0.918605,86,79,8,9
sweep,gated,permissive,ABCD,46,0.85,double_shift,8,8,0,4,2,0,2,0,0.5,0.75,,,0.120221,0.876764,0.752212,113,85,8,4
sweep,gated,permissive,ABCD,46,0.85,self_corrected,8,8,0,6,0,0,2,0,0.75,0.75,,,0.120273,0.857476,0.9,80,72,8,3
sweep,gated,permissive,ABCD,46,0.85,scanner_blank_1,8,8,0,3,0,0,5,0,0.375,0.375,,,0.052386,0.91835,0.735849,53,39,8,0
sweep,gated,permissive,ABCD,46,0.85,whole_section,8,8,0,3,1,0,4,0,0.375,0.5,,,0.249159,0.724852,0.79661,59,47,8,8
sweep,gated,permissive,ABCD,100,0.55,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.0,0.000239,,0,0,8,0
sweep,gated,permissive,ABCD,100,0.55,row_skip_1,8,8,0,1,2,0,5,0,0.125,0.375,,,0.62041,0.377307,0.917526,97,89,8,6
sweep,gated,permissive,ABCD,100,0.55,double_shift,8,8,0,2,0,0,6,0,0.25,0.25,,,0.471944,0.465996,0.328244,131,43,8,5
sweep,gated,permissive,ABCD,100,0.55,self_corrected,8,8,0,1,0,0,7,0,0.125,0.125,,,0.660605,0.263338,0.425,40,17,8,2
sweep,gated,permissive,ABCD,100,0.55,scanner_blank_1,8,8,0,3,0,0,5,0,0.375,0.375,,,0.116022,0.815623,0.8,70,56,8,9
sweep,gated,permissive,ABCD,100,0.55,whole_section,8,8,0,1,3,0,4,0,0.125,0.5,,,0.438869,0.527056,0.731707,82,60,8,12
sweep,gated,permissive,ABCD,100,0.7,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.00013,0.004878,,0,0,8,0
sweep,gated,permissive,ABCD,100,0.7,row_skip_1,8,8,0,1,3,0,4,0,0.125,0.5,,,0.427568,0.538611,0.851485,101,86,8,0
sweep,gated,permissive,ABCD,100,0.7,double_shift,8,8,0,5,0,0,3,0,0.625,0.625,,,0.122479,0.876267,0.61039,231,141,8,3
sweep,gated,permissive,ABCD,100,0.7,self_corrected,8,8,0,2,0,0,6,0,0.25,0.25,,,0.265753,0.638636,0.386667,75,29,8,0
sweep,gated,permissive,ABCD,100,0.7,scanner_blank_1,8,8,0,6,0,0,2,0,0.75,0.75,,,3.1e-05,0.99801,0.918033,183,168,8,0
sweep,gated,permissive,ABCD,100,0.7,whole_section,8,8,0,5,1,0,2,0,0.625,0.75,,,0.12279,0.871913,0.913669,139,127,8,2
sweep,gated,permissive,ABCD,100,0.85,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.080186,0.101818,,0,0,8,0
sweep,gated,permissive,ABCD,100,0.85,row_skip_1,8,8,0,5,1,0,2,0,0.625,0.75,,,0.059035,0.909284,0.933333,180,168,8,2
sweep,gated,permissive,ABCD,100,0.85,double_shift,8,8,0,4,1,0,3,0,0.5,0.625,,,0.0,1.0,0.589226,297,175,8,0
sweep,gated,permissive,ABCD,100,0.85,self_corrected,8,8,0,8,0,0,0,0,1.0,1.0,,,0.0002,0.994945,0.951456,103,98,8,0
sweep,gated,permissive,ABCD,100,0.85,scanner_blank_1,8,8,0,7,0,0,1,0,0.875,0.875,,,0.0,0.999972,0.981982,222,218,8,0
sweep,gated,permissive,ABCD,100,0.85,whole_section,8,8,0,4,1,0,3,0,0.5,0.625,,,0.129075,0.847349,0.929577,142,132,8,6
sweep,gated,permissive,ABCD,150,0.55,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,2.6e-05,0.003062,,0,0,8,0
sweep,gated,permissive,ABCD,150,0.55,row_skip_1,8,8,0,4,2,0,2,0,0.5,0.75,,,0.249073,0.750374,0.959064,171,164,8,18
sweep,gated,permissive,ABCD,150,0.55,double_shift,8,8,0,3,1,0,4,0,0.375,0.5,,,0.226006,0.726536,0.502793,179,90,8,2
sweep,gated,permissive,ABCD,150,0.55,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,0.969027,0.015776,0.0,29,0,8,2
sweep,gated,permissive,ABCD,150,0.55,scanner_blank_1,8,8,0,4,0,0,4,0,0.5,0.5,,,0.018502,0.934555,0.935673,171,160,8,1
sweep,gated,permissive,ABCD,150,0.55,whole_section,8,8,0,5,2,0,1,0,0.625,0.875,,,0.12406,0.875463,0.900585,171,154,8,2
sweep,gated,permissive,ABCD,150,0.7,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.123208,0.125089,,0,0,8,0
sweep,gated,permissive,ABCD,150,0.7,row_skip_1,8,8,0,2,2,0,4,0,0.25,0.5,,,0.272541,0.682449,0.865772,149,129,8,0
sweep,gated,permissive,ABCD,150,0.7,double_shift,8,8,0,1,0,0,7,0,0.125,0.125,,,0.284236,0.68107,0.191011,267,51,8,0
sweep,gated,permissive,ABCD,150,0.7,self_corrected,8,8,0,3,1,0,4,0,0.375,0.5,,,0.152275,0.744804,0.477612,67,32,8,0
sweep,gated,permissive,ABCD,150,0.7,scanner_blank_1,8,8,0,4,0,0,4,0,0.5,0.5,,,0.012334,0.955262,0.896296,135,121,8,4
sweep,gated,permissive,ABCD,150,0.7,whole_section,8,8,0,4,1,0,3,0,0.5,0.625,,,0.124463,0.871269,0.876344,186,163,8,6
sweep,gated,permissive,ABCD,150,0.85,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.146228,0.186075,,0,0,8,0
sweep,gated,permissive,ABCD,150,0.85,row_skip_1,8,8,0,2,4,0,2,0,0.25,0.75,,,0.123494,0.82516,0.973282,262,255,8,4
sweep,gated,permissive,ABCD,150,0.85,double_shift,8,8,0,4,0,0,4,0,0.5,0.5,,,0.0,1.0,0.636166,459,292,8,0
sweep,gated,permissive,ABCD,150,0.85,self_corrected,8,8,0,5,0,0,3,0,0.625,0.625,,,0.321619,0.654993,0.808219,73,59,8,1
sweep,gated,permissive,ABCD,150,0.85,scanner_blank_1,8,8,0,5,0,0,3,0,0.625,0.625,,,0.000169,0.995409,0.865248,282,244,8,0
sweep,gated,permissive,ABCD,150,0.85,whole_section,8,8,0,1,4,0,3,0,0.125,0.625,,,0.121974,0.876522,0.869565,230,200,8,6
sweep,gated,permissive,ABCDE,46,0.55,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,,,,0,0,8,0
sweep,gated,permissive,ABCDE,46,0.55,row_skip_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,35,0,8,4
sweep,gated,permissive,ABCDE,46,0.55,double_shift,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,78,0,8,9
sweep,gated,permissive,ABCDE,46,0.55,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,69,0,8,0
sweep,gated,permissive,ABCDE,46,0.55,scanner_blank_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,67,0,8,0
sweep,gated,permissive,ABCDE,46,0.55,whole_section,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,37,0,8,1
sweep,gated,permissive,ABCDE,46,0.7,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,,,,0,0,8,0
sweep,gated,permissive,ABCDE,46,0.7,row_skip_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,32,0,8,0
sweep,gated,permissive,ABCDE,46,0.7,double_shift,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,94,0,8,0
sweep,gated,permissive,ABCDE,46,0.7,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,55,0,8,6
sweep,gated,permissive,ABCDE,46,0.7,scanner_blank_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,48,0,8,0
sweep,gated,permissive,ABCDE,46,0.7,whole_section,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,72,0,8,0
sweep,gated,permissive,ABCDE,46,0.85,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,,,,0,0,8,0
sweep,gated,permissive,ABCDE,46,0.85,row_skip_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,90,0,8,0
sweep,gated,permissive,ABCDE,46,0.85,double_shift,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,104,0,8,0
sweep,gated,permissive,ABCDE,46,0.85,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,58,0,8,0
sweep,gated,permissive,ABCDE,46,0.85,scanner_blank_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,135,0,8,0
sweep,gated,permissive,ABCDE,46,0.85,whole_section,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,87,0,8,0
sweep,gated,permissive,ABCDE,100,0.55,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,,,,0,0,8,0
sweep,gated,permissive,ABCDE,100,0.55,row_skip_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,116,0,8,0
sweep,gated,permissive,ABCDE,100,0.55,double_shift,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,193,0,8,0
sweep,gated,permissive,ABCDE,100,0.55,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,45,0,8,5
sweep,gated,permissive,ABCDE,100,0.55,scanner_blank_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,148,0,8,0
sweep,gated,permissive,ABCDE,100,0.55,whole_section,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,103,0,8,0
sweep,gated,permissive,ABCDE,100,0.7,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,,,,0,0,8,0
sweep,gated,permissive,ABCDE,100,0.7,row_skip_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,147,0,8,4
sweep,gated,permissive,ABCDE,100,0.7,double_shift,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,246,0,8,2
sweep,gated,permissive,ABCDE,100,0.7,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,75,0,8,0
sweep,gated,permissive,ABCDE,100,0.7,scanner_blank_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,109,0,8,3
sweep,gated,permissive,ABCDE,100,0.7,whole_section,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,92,0,8,0
sweep,gated,permissive,ABCDE,100,0.85,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,,,,0,0,8,0
sweep,gated,permissive,ABCDE,100,0.85,row_skip_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,133,0,8,0
sweep,gated,permissive,ABCDE,100,0.85,double_shift,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,245,0,8,1
sweep,gated,permissive,ABCDE,100,0.85,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,59,0,8,2
sweep,gated,permissive,ABCDE,100,0.85,scanner_blank_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,139,0,8,0
sweep,gated,permissive,ABCDE,100,0.85,whole_section,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,142,0,8,0
sweep,gated,permissive,ABCDE,150,0.55,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,,,,0,0,8,0
sweep,gated,permissive,ABCDE,150,0.55,row_skip_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,223,0,8,3
sweep,gated,permissive,ABCDE,150,0.55,double_shift,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,217,0,8,0
sweep,gated,permissive,ABCDE,150,0.55,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,47,0,8,2
sweep,gated,permissive,ABCDE,150,0.55,scanner_blank_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,169,0,8,9
sweep,gated,permissive,ABCDE,150,0.55,whole_section,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,170,0,8,0
sweep,gated,permissive,ABCDE,150,0.7,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,,,,0,0,8,0
sweep,gated,permissive,ABCDE,150,0.7,row_skip_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,244,0,8,0
sweep,gated,permissive,ABCDE,150,0.7,double_shift,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,283,0,8,0
sweep,gated,permissive,ABCDE,150,0.7,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,33,0,8,1
sweep,gated,permissive,ABCDE,150,0.7,scanner_blank_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,318,0,8,0
sweep,gated,permissive,ABCDE,150,0.7,whole_section,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,182,0,8,2
sweep,gated,permissive,ABCDE,150,0.85,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,,,,0,0,8,0
sweep,gated,permissive,ABCDE,150,0.85,row_skip_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,405,0,8,3
sweep,gated,permissive,ABCDE,150,0.85,double_shift,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,264,0,8,12
sweep,gated,permissive,ABCDE,150,0.85,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,62,0,8,0
sweep,gated,permissive,ABCDE,150,0.85,scanner_blank_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,337,0,8,0
sweep,gated,permissive,ABCDE,150,0.85,whole_section,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,304,0,8,0
